index,Job Title,Salary Estimate,,Rating,Company Name,Location,Founded,Type of ownership,,Lower Salary,Upper Salary,Avg Salary(K)
933,Business Data Analyst,$36K-$71K (Glassdoor est.),,3.8,"Fareportal
3.8","New York, NY",2002,Company - Private,,36,71,53.5
934,Senior Insurance Data Scientist,$107K-$173K (Glassdoor est.),,3.9,"TransUnion
3.9","Chicago, IL",1968,Company - Public,,107,173,140
935,Senior Data Science Systems Engineer,$56K-$99K (Glassdoor est.),,3.2,"MITRE
3.2","Hampton, VA",1958,Nonprofit Organization,,56,99,77.5
936,ENVIRONMENTAL ENGINEER/SCIENTIST,Employer Provided Salary:$25-$28 Per Hour,,3.3,"Mcphail Associates
3.3","Cambridge, MA",1976,Company - Private,,52,58,55
938,Senior Scientist - Regulatory Submissions,$80K-$155K (Glassdoor est.),,3.1,"Reynolds American
3.1","Winston-Salem, NC",1875,Company - Private,,80,155,117.5
939,Scientist - Biomarker and Flow Cytometry,$43K-$98K (Glassdoor est.),,2.4,"Crown Bioscience
2.4","San Diego, CA",2006,Company - Private,,43,98,70.5
940,Revenue Analytics Manager,$45K-$78K (Glassdoor est.),,4.8,"HOVER
4.8","San Francisco, CA",2011,Company - Private,,45,78,61.5
941,Sr. Scientist Method Development,$50K-$110K (Glassdoor est.),,2.9,"Q2 Solutions
2.9","Marietta, GA",2015,Company - Private,,50,110,80
942,"Associate Scientist, LC/MS Biologics",$44K-$96K (Glassdoor est.),,2.9,"Q2 Solutions
2.9","Ithaca, NY",2015,Company - Private,,44,96,70
943,"Research Scientist, Immunology - Cancer Biology",Employer Provided Salary:$100K-$140K,,-1,Kronos Bio,"Cambridge, MA",-1,Company - Private,,100,140,120
944,IT - Data Engineer II,$61K-$119K (Glassdoor est.),,3.4,"Arbella Insurance
3.4","Quincy, MA",1988,Company - Private,,61,119,90
945,Machine Learning Engineer (NLP),$80K-$142K (Glassdoor est.),,4.1,"CK-12 Foundation
4.1","Palo Alto, CA",2007,Company - Private,,80,142,111
946,Senior Data Analyst,$99K-$178K (Glassdoor est.),,3.9,"Life360
3.9","San Francisco, CA",2008,Company - Public,,99,178,138.5
947,Data Science Project Manager,$37K-$100K (Glassdoor est.),,3.6,"MassMutual
3.6","Boston, MA",1851,Company - Private,,37,100,68.5
948,Data Engineer,$62K-$113K (Glassdoor est.),,3.9,"Fivestars
3.9","San Francisco, CA",2011,Company - Private,,62,113,87.5
949,"Principal, Data Science - Advanced Analytics",$86K-$137K (Glassdoor est.),,3.6,"IQVIA
3.6","Plymouth Meeting, PA",2017,Company - Public,,86,137,111.5
950,"Sr Scientist, Immuno-Oncology - Oncology",$58K-$111K (Glassdoor est.),,3.9,"GSK
3.9","Cambridge, MA",1830,Company - Public,,58,111,84.5
951,Senior Data Engineer,$72K-$133K (Glassdoor est.),,4.4,"Eventbrite
4.4","Nashville, TN",2006,Company - Public,,72,133,102.5
952,"Project Scientist - Auton Lab, Robotics Institute",$56K-$91K (Glassdoor est.),,2.6,"Software Engineering Institute
2.6","Pittsburgh, PA",1984,College / University,,56,91,73.5
953,Data Science Manager,$95K-$160K (Glassdoor est.),,3.2,"Numeric, LLC
3.2","Allentown, PA",-1,Company - Private,,95,160,127.5
955,Research Scientist – Security and Privacy,$61K-$126K (Glassdoor est.),,3.6,"Riverside Research Institute
3.6","Beavercreek, OH",1967,Nonprofit Organization,,61,126,93.5
